business_id,mpxn,timestamp,total_consumption,boiler,electric_radiator,cooler_freezer,oven,microwave,vrf_system,split_system
1,9876543210,2023-09-25 20:30:00,17.27,6.87,0.55,0.19,3.21,0.82,3.25,2.38
1,9876543210,2023-09-25 21:00:00,17.44,6.94,0.56,0.19,3.24,0.83,3.28,2.41
1,9876543210,2023-09-25 22:00:00,6.33,2.52,0.2,0.07,1.18,0.3,1.19,0.87
1,9876543210,2023-09-25 22:30:00,6.68,2.66,0.21,0.07,1.24,0.32,1.26,0.92
1,9876543210,2023-09-25 23:00:00,6.72,2.67,0.21,0.07,1.25,0.32,1.27,0.93
1,9876543210,2023-09-26 00:00:00,31.25,12.43,0.99,0.34,5.8,1.49,5.88,4.31
1,9876543210,2023-09-26 00:30:00,30.75,12.23,0.98,0.33,5.71,1.47,5.79,4.24
1,9876543210,2023-09-26 01:00:00,29.4,11.7,0.94,0.32,5.46,1.4,5.54,4.05
1,9876543210,2023-09-26 01:30:00,27.05,10.76,0.86,0.29,5.02,1.29,5.09,3.73
1,9876543210,2023-09-26 02:00:00,28.43,11.31,0.9,0.31,5.28,1.36,5.35,3.92
1,9876543210,2023-09-26 02:30:00,33.19,13.2,1.06,0.36,6.16,1.58,6.25,4.58
1,9876543210,2023-09-26 03:00:00,32.57,12.96,1.04,0.35,6.05,1.55,6.13,4.49
1,9876543210,2023-09-26 03:30:00,29.22,11.62,0.93,0.32,5.42,1.39,5.5,4.03
1,9876543210,2023-09-26 04:00:00,29.05,11.56,0.92,0.31,5.39,1.39,5.47,4.01
1,9876543210,2023-09-26 05:00:00,6.15,2.45,0.2,0.07,1.14,0.29,1.16,0.85
1,9876543210,2023-09-26 05:30:00,7.44,2.96,0.24,0.08,1.38,0.36,1.4,1.03
1,9876543210,2023-09-26 06:00:00,6.35,2.53,0.2,0.07,1.18,0.3,1.2,0.88
1,9876543210,2023-09-26 06:30:00,11.17,4.44,0.36,0.12,2.07,0.53,2.1,1.54
1,9876543210,2023-09-26 07:00:00,7.33,2.92,0.23,0.08,1.36,0.35,1.38,1.01
1,9876543210,2023-09-26 07:30:00,5.6,2.23,0.18,0.06,1.04,0.27,1.05,0.77
1,9876543210,2023-09-26 08:00:00,7.62,3.03,0.24,0.08,1.41,0.36,1.43,1.05
1,9876543210,2023-09-26 08:30:00,8.76,3.48,0.28,0.09,1.63,0.42,1.65,1.21
1,9876543210,2023-09-26 09:00:00,6.57,2.61,0.21,0.07,1.22,0.31,1.24,0.91
1,9876543210,2023-09-26 09:30:00,3.97,1.58,0.13,0.04,0.74,0.19,0.75,0.55
1,9876543210,2023-09-26 10:00:00,7.71,3.07,0.25,0.08,1.43,0.37,1.45,1.06
1,9876543210,2023-09-26 11:00:00,18.43,7.33,0.59,0.2,3.42,0.88,3.47,2.54
1,9876543210,2023-09-26 11:30:00,18.05,7.18,0.57,0.19,3.35,0.86,3.4,2.49
1,9876543210,2023-09-26 12:00:00,18.69,7.43,0.59,0.2,3.47,0.89,3.52,2.58
1,9876543210,2023-09-26 12:30:00,16.11,6.41,0.51,0.17,2.99,0.77,3.03,2.22
1,9876543210,2023-09-26 13:00:00,15.88,6.32,0.51,0.17,2.95,0.76,2.99,2.19
1,9876543210,2023-09-26 14:00:00,5.87,2.34,0.19,0.06,1.09,0.28,1.11,0.81
1,9876543210,2023-09-26 14:30:00,10.06,4.0,0.32,0.11,1.87,0.48,1.89,1.39
1,9876543210,2023-09-26 15:00:00,10.25,4.08,0.33,0.11,1.9,0.49,1.93,1.41
1,9876543210,2023-09-26 15:30:00,7.26,2.89,0.23,0.08,1.35,0.35,1.37,1.0
1,9876543210,2023-09-26 16:00:00,8.09,3.22,0.26,0.09,1.5,0.39,1.52,1.12
1,9876543210,2023-09-26 17:00:00,20.0,7.96,0.64,0.22,3.71,0.95,3.77,2.76
1,9876543210,2023-09-26 17:30:00,15.66,6.23,0.5,0.17,2.91,0.75,2.95,2.16
1,9876543210,2023-09-26 18:00:00,20.95,8.33,0.67,0.23,3.89,1.0,3.94,2.89
1,9876543210,2023-09-26 18:30:00,17.25,6.86,0.55,0.19,3.2,0.82,3.25,2.38
1,9876543210,2023-09-26 19:00:00,17.56,6.99,0.56,0.19,3.26,0.84,3.31,2.42
1,9876543210,2023-09-26 19:30:00,15.9,6.33,0.51,0.17,2.95,0.76,2.99,2.19
1,9876543210,2023-09-26 20:00:00,15.35,6.11,0.49,0.17,2.85,0.73,2.89,2.12
1,9876543210,2023-09-26 20:30:00,21.72,8.64,0.69,0.23,4.03,1.04,4.09,3.0
1,9876543210,2023-09-26 21:00:00,19.97,7.94,0.64,0.22,3.71,0.95,3.76,2.75
1,9876543210,2023-09-26 22:00:00,4.21,1.67,0.13,0.05,0.78,0.2,0.79,0.58
1,9876543210,2023-09-26 22:30:00,6.79,2.7,0.22,0.07,1.26,0.32,1.28,0.94
1,9876543210,2023-09-26 23:00:00,10.73,4.27,0.34,0.12,1.99,0.51,2.02,1.48
1,9876543210,2023-09-27 00:00:00,33.78,13.44,1.08,0.36,6.27,1.61,6.36,4.66
1,9876543210,2023-09-27 00:30:00,30.82,12.26,0.98,0.33,5.72,1.47,5.8,4.25
1,9876543210,2023-09-27 01:00:00,32.39,12.88,1.03,0.35,6.01,1.55,6.1,4.47
1,9876543210,2023-09-27 01:30:00,28.79,11.45,0.92,0.31,5.34,1.37,5.42,3.97
1,9876543210,2023-09-27 02:00:00,27.96,11.12,0.89,0.3,5.19,1.33,5.26,3.86
1,9876543210,2023-09-27 02:30:00,33.17,13.2,1.06,0.36,6.16,1.58,6.25,4.57
1,9876543210,2023-09-27 03:00:00,27.56,10.96,0.88,0.3,5.12,1.32,5.19,3.8
1,9876543210,2023-09-27 03:30:00,30.33,12.07,0.97,0.33,5.63,1.45,5.71,4.18
1,9876543210,2023-09-27 04:00:00,29.17,11.6,0.93,0.31,5.42,1.39,5.49,4.02
1,9876543210,2023-09-27 05:00:00,7.18,2.86,0.23,0.08,1.33,0.34,1.35,0.99
1,9876543210,2023-09-27 05:30:00,8.44,3.36,0.27,0.09,1.57,0.4,1.59,1.16
1,9876543210,2023-09-27 06:00:00,5.94,2.36,0.19,0.06,1.1,0.28,1.12,0.82
1,9876543210,2023-09-27 06:30:00,5.89,2.34,0.19,0.06,1.09,0.28,1.11,0.81
1,9876543210,2023-09-27 07:00:00,6.88,2.74,0.22,0.07,1.28,0.33,1.3,0.95
1,9876543210,2023-09-27 07:30:00,3.87,1.54,0.12,0.04,0.72,0.18,0.73,0.53
1,9876543210,2023-09-27 08:00:00,7.13,2.84,0.23,0.08,1.32,0.34,1.34,0.98
1,9876543210,2023-09-27 08:30:00,6.45,2.57,0.21,0.07,1.2,0.31,1.21,0.89
1,9876543210,2023-09-27 09:00:00,5.74,2.28,0.18,0.06,1.07,0.27,1.08,0.79
1,9876543210,2023-09-27 09:30:00,9.37,3.73,0.3,0.1,1.74,0.45,1.76,1.29
1,9876543210,2023-09-27 10:00:00,5.54,2.2,0.18,0.06,1.03,0.26,1.04,0.76
1,9876543210,2023-09-27 11:00:00,20.17,8.02,0.64,0.22,3.74,0.96,3.8,2.78
1,9876543210,2023-09-27 11:30:00,18.22,7.25,0.58,0.2,3.38,0.87,3.43,2.51
1,9876543210,2023-09-27 12:00:00,21.21,8.44,0.67,0.23,3.94,1.01,3.99,2.92
1,9876543210,2023-09-27 12:30:00,16.47,6.55,0.52,0.18,3.06,0.79,3.1,2.27
1,9876543210,2023-09-27 13:00:00,21.18,8.43,0.67,0.23,3.93,1.01,3.99,2.92
1,9876543210,2023-09-27 14:00:00,6.13,2.44,0.2,0.07,1.14,0.29,1.15,0.85
1,9876543210,2023-09-27 14:30:00,5.04,2.0,0.16,0.05,0.94,0.24,0.95,0.7
1,9876543210,2023-09-27 15:00:00,5.76,2.29,0.18,0.06,1.07,0.27,1.08,0.79
1,9876543210,2023-09-27 15:30:00,7.52,2.99,0.24,0.08,1.4,0.36,1.42,1.04
1,9876543210,2023-09-27 16:00:00,6.93,2.76,0.22,0.07,1.29,0.33,1.3,0.96
1,9876543210,2023-09-27 17:00:00,20.9,8.31,0.67,0.23,3.88,1.0,3.94,2.88
1,9876543210,2023-09-27 17:30:00,20.42,8.12,0.65,0.22,3.79,0.97,3.84,2.82
1,9876543210,2023-09-27 18:00:00,18.47,7.35,0.59,0.2,3.43,0.88,3.48,2.55
1,9876543210,2023-09-27 18:30:00,21.38,8.51,0.68,0.23,3.97,1.02,4.03,2.95
1,9876543210,2023-09-27 19:00:00,16.12,6.41,0.51,0.17,2.99,0.77,3.04,2.22
1,9876543210,2023-09-27 19:30:00,16.53,6.58,0.53,0.18,3.07,0.79,3.11,2.28
1,9876543210,2023-09-27 20:00:00,19.45,7.74,0.62,0.21,3.61,0.93,3.66,2.68
1,9876543210,2023-09-27 20:30:00,15.42,6.13,0.49,0.17,2.86,0.74,2.9,2.13
1,9876543210,2023-09-27 21:00:00,16.62,6.61,0.53,0.18,3.09,0.79,3.13,2.29
1,9876543210,2023-09-27 22:00:00,10.62,4.22,0.34,0.11,1.97,0.51,2.0,1.46
1,9876543210,2023-09-27 22:30:00,10.43,4.15,0.33,0.11,1.94,0.5,1.96,1.44
1,9876543210,2023-09-27 23:00:00,11.04,4.39,0.35,0.12,2.05,0.53,2.08,1.52
1,9876543210,2023-09-28 00:00:00,31.82,12.66,1.01,0.34,5.91,1.52,5.99,4.39
1,9876543210,2023-09-28 00:30:00,29.05,11.56,0.92,0.31,5.39,1.39,5.47,4.01
1,9876543210,2023-09-28 01:00:00,28.83,11.47,0.92,0.31,5.35,1.38,5.43,3.98
1,9876543210,2023-09-28 01:30:00,30.08,11.97,0.96,0.32,5.58,1.44,5.66,4.15
1,9876543210,2023-09-28 02:00:00,31.06,12.36,0.99,0.34,5.77,1.48,5.85,4.28
1,9876543210,2023-09-28 02:30:00,31.03,12.34,0.99,0.33,5.76,1.48,5.84,4.28
1,9876543210,2023-09-28 03:00:00,31.3,12.45,1.0,0.34,5.81,1.49,5.89,4.32
1,9876543210,2023-09-28 03:30:00,30.37,12.08,0.97,0.33,5.64,1.45,5.72,4.19
1,9876543210,2023-09-28 04:00:00,30.68,12.2,0.98,0.33,5.7,1.46,5.78,4.23
1,9876543210,2023-09-28 05:00:00,4.57,1.82,0.15,0.05,0.85,0.22,0.86,0.63
1,9876543210,2023-09-28 05:30:00,4.53,1.8,0.14,0.05,0.84,0.22,0.85,0.62
1,9876543210,2023-09-28 06:00:00,7.99,3.18,0.25,0.09,1.48,0.38,1.5,1.1
1,9876543210,2023-09-28 06:30:00,10.06,4.0,0.32,0.11,1.87,0.48,1.89,1.39
1,9876543210,2023-09-28 07:00:00,4.64,1.85,0.15,0.05,0.86,0.22,0.87,0.64
1,9876543210,2023-09-28 07:30:00,8.79,3.5,0.28,0.09,1.63,0.42,1.66,1.21
1,9876543210,2023-09-28 08:00:00,11.08,4.41,0.35,0.12,2.06,0.53,2.09,1.53
1,9876543210,2023-09-28 08:30:00,5.22,2.08,0.17,0.06,0.97,0.25,0.98,0.72
1,9876543210,2023-09-28 09:00:00,4.86,1.93,0.15,0.05,0.9,0.23,0.92,0.67
1,9876543210,2023-09-28 09:30:00,8.73,3.47,0.28,0.09,1.62,0.42,1.64,1.2
1,9876543210,2023-09-28 10:00:00,4.35,1.73,0.14,0.05,0.81,0.21,0.82,0.6
1,9876543210,2023-09-28 11:00:00,19.84,7.89,0.63,0.21,3.68,0.95,3.74,2.74
1,9876543210,2023-09-28 11:30:00,17.18,6.83,0.55,0.19,3.19,0.82,3.23,2.37
1,9876543210,2023-09-28 12:00:00,16.66,6.63,0.53,0.18,3.09,0.8,3.14,2.3
1,9876543210,2023-09-28 12:30:00,19.66,7.82,0.63,0.21,3.65,0.94,3.7,2.71
1,9876543210,2023-09-28 13:00:00,18.42,7.33,0.59,0.2,3.42,0.88,3.47,2.54
1,9876543210,2023-09-28 14:00:00,7.82,3.11,0.25,0.08,1.45,0.37,1.47,1.08
1,9876543210,2023-09-28 14:30:00,4.81,1.91,0.15,0.05,0.89,0.23,0.91,0.66
1,9876543210,2023-09-28 15:00:00,4.92,1.96,0.16,0.05,0.91,0.23,0.93,0.68
1,9876543210,2023-09-28 15:30:00,10.45,4.16,0.33,0.11,1.94,0.5,1.97,1.44
1,9876543210,2023-09-28 16:00:00,11.25,4.48,0.36,0.12,2.09,0.54,2.12,1.55
1,9876543210,2023-09-28 17:00:00,15.58,6.2,0.5,0.17,2.89,0.74,2.93,2.15
1,9876543210,2023-09-28 17:30:00,20.21,8.04,0.64,0.22,3.75,0.96,3.81,2.79
1,9876543210,2023-09-28 18:00:00,20.21,8.04,0.64,0.22,3.75,0.96,3.81,2.79
1,9876543210,2023-09-28 18:30:00,16.88,6.71,0.54,0.18,3.13,0.81,3.18,2.33
1,9876543210,2023-09-28 19:00:00,18.04,7.18,0.57,0.19,3.35,0.86,3.4,2.49
1,9876543210,2023-09-28 19:30:00,20.23,8.05,0.64,0.22,3.76,0.97,3.81,2.79
1,9876543210,2023-09-28 20:00:00,18.5,7.36,0.59,0.2,3.43,0.88,3.48,2.55
1,9876543210,2023-09-28 20:30:00,21.52,8.56,0.68,0.23,4.0,1.03,4.05,2.97
1,9876543210,2023-09-28 21:00:00,20.64,8.21,0.66,0.22,3.83,0.99,3.89,2.85
1,9876543210,2023-09-28 22:00:00,8.48,3.37,0.27,0.09,1.57,0.4,1.6,1.17
1,9876543210,2023-09-28 22:30:00,7.77,3.09,0.25,0.08,1.44,0.37,1.46,1.07
1,9876543210,2023-09-28 23:00:00,6.35,2.53,0.2,0.07,1.18,0.3,1.2,0.88
1,9876543210,2023-09-29 00:00:00,32.75,13.03,1.04,0.35,6.08,1.56,6.17,4.52
1,9876543210,2023-09-29 00:30:00,27.57,10.97,0.88,0.3,5.12,1.32,5.19,3.8
1,9876543210,2023-09-29 01:00:00,29.77,11.84,0.95,0.32,5.53,1.42,5.61,4.11
1,9876543210,2023-09-29 01:30:00,31.9,12.69,1.02,0.34,5.92,1.52,6.01,4.4
1,9876543210,2023-09-29 02:00:00,31.94,12.71,1.02,0.34,5.93,1.52,6.01,4.4
1,9876543210,2023-09-29 02:30:00,28.18,11.21,0.9,0.3,5.23,1.35,5.31,3.89
1,9876543210,2023-09-29 03:00:00,29.35,11.68,0.93,0.32,5.45,1.4,5.53,4.05
1,9876543210,2023-09-29 03:30:00,29.61,11.78,0.94,0.32,5.5,1.41,5.58,4.08
1,9876543210,2023-09-29 04:00:00,28.16,11.2,0.9,0.3,5.23,1.34,5.3,3.88
1,9876543210,2023-09-29 05:00:00,9.34,3.72,0.3,0.1,1.73,0.45,1.76,1.29
1,9876543210,2023-09-29 05:30:00,5.02,2.0,0.16,0.05,0.93,0.24,0.95,0.69
1,9876543210,2023-09-29 06:00:00,7.62,3.03,0.24,0.08,1.41,0.36,1.43,1.05
1,9876543210,2023-09-29 06:30:00,4.08,1.62,0.13,0.04,0.76,0.19,0.77,0.56
1,9876543210,2023-09-29 07:00:00,4.76,1.89,0.15,0.05,0.88,0.23,0.9,0.66
1,9876543210,2023-09-29 07:30:00,9.29,3.7,0.3,0.1,1.72,0.44,1.75,1.28
1,9876543210,2023-09-29 08:00:00,11.16,4.44,0.36,0.12,2.07,0.53,2.1,1.54
1,9876543210,2023-09-29 08:30:00,10.99,4.37,0.35,0.12,2.04,0.52,2.07,1.52
1,9876543210,2023-09-29 09:00:00,8.39,3.34,0.27,0.09,1.56,0.4,1.58,1.16
1,9876543210,2023-09-29 09:30:00,10.85,4.32,0.35,0.12,2.01,0.52,2.04,1.5
1,9876543210,2023-09-29 10:00:00,10.85,4.32,0.35,0.12,2.01,0.52,2.04,1.5
1,9876543210,2023-09-29 11:00:00,20.35,8.1,0.65,0.22,3.78,0.97,3.83,2.81
1,9876543210,2023-09-29 11:30:00,17.54,6.98,0.56,0.19,3.26,0.84,3.3,2.42
1,9876543210,2023-09-29 12:00:00,18.35,7.3,0.58,0.2,3.41,0.88,3.46,2.53
1,9876543210,2023-09-29 12:30:00,19.58,7.79,0.62,0.21,3.63,0.93,3.69,2.7
1,9876543210,2023-09-29 13:00:00,19.74,7.85,0.63,0.21,3.66,0.94,3.72,2.72
1,9876543210,2023-09-29 14:00:00,5.71,2.27,0.18,0.06,1.06,0.27,1.08,0.79
1,9876543210,2023-09-29 14:30:00,7.08,2.82,0.23,0.08,1.31,0.34,1.33,0.98
1,9876543210,2023-09-29 15:00:00,4.1,1.63,0.13,0.04,0.76,0.2,0.77,0.57
1,9876543210,2023-09-29 15:30:00,6.32,2.51,0.2,0.07,1.17,0.3,1.19,0.87
1,9876543210,2023-09-29 16:00:00,10.31,4.1,0.33,0.11,1.91,0.49,1.94,1.42
1,9876543210,2023-09-29 17:00:00,18.84,7.49,0.6,0.2,3.5,0.9,3.55,2.6
1,9876543210,2023-09-29 17:30:00,16.94,6.74,0.54,0.18,3.14,0.81,3.19,2.34
1,9876543210,2023-09-29 18:00:00,22.22,8.84,0.71,0.24,4.12,1.06,4.18,3.06
1,9876543210,2023-09-29 18:30:00,19.71,7.84,0.63,0.21,3.66,0.94,3.71,2.72
1,9876543210,2023-09-29 19:00:00,18.17,7.23,0.58,0.2,3.37,0.87,3.42,2.51
1,9876543210,2023-09-29 19:30:00,21.38,8.51,0.68,0.23,3.97,1.02,4.03,2.95
1,9876543210,2023-09-29 20:00:00,22.01,8.76,0.7,0.24,4.09,1.05,4.14,3.04
1,9876543210,2023-09-29 20:30:00,22.53,8.96,0.72,0.24,4.18,1.08,4.24,3.11
1,9876543210,2023-09-29 21:00:00,16.92,6.73,0.54,0.18,3.14,0.81,3.19,2.33
1,9876543210,2023-09-29 22:00:00,5.06,2.01,0.16,0.05,0.94,0.24,0.95,0.7
1,9876543210,2023-09-29 22:30:00,8.6,3.42,0.27,0.09,1.6,0.41,1.62,1.19
1,9876543210,2023-09-29 23:00:00,6.0,2.39,0.19,0.06,1.11,0.29,1.13,0.83
1,9876543210,2023-09-30 00:00:00,27.49,10.94,0.87,0.3,5.1,1.31,5.18,3.79
1,9876543210,2023-09-30 00:30:00,32.85,13.07,1.05,0.35,6.1,1.57,6.19,4.53
1,9876543210,2023-09-30 01:00:00,26.76,10.65,0.85,0.29,4.97,1.28,5.04,3.69
1,9876543210,2023-09-30 01:30:00,26.55,10.56,0.84,0.29,4.93,1.27,5.0,3.66
1,9876543210,2023-09-30 02:00:00,29.1,11.58,0.93,0.31,5.4,1.39,5.48,4.01
1,9876543210,2023-09-30 02:30:00,27.72,11.03,0.88,0.3,5.15,1.32,5.22,3.82
1,9876543210,2023-09-30 03:00:00,30.8,12.25,0.98,0.33,5.72,1.47,5.8,4.25
1,9876543210,2023-09-30 03:30:00,30.68,12.2,0.98,0.33,5.7,1.46,5.78,4.23
1,9876543210,2023-09-30 04:00:00,30.2,12.01,0.96,0.33,5.61,1.44,5.69,4.16
1,9876543210,2023-09-30 05:00:00,6.21,2.47,0.2,0.07,1.15,0.3,1.17,0.86
1,9876543210,2023-09-30 05:30:00,6.36,2.53,0.2,0.07,1.18,0.3,1.2,0.88
1,9876543210,2023-09-30 06:00:00,4.41,1.75,0.14,0.05,0.82,0.21,0.83,0.61
1,9876543210,2023-09-30 06:30:00,4.97,1.98,0.16,0.05,0.92,0.24,0.94,0.69
1,9876543210,2023-09-30 07:00:00,7.91,3.15,0.25,0.09,1.47,0.38,1.49,1.09
1,9876543210,2023-09-30 07:30:00,5.6,2.23,0.18,0.06,1.04,0.27,1.05,0.77
1,9876543210,2023-09-30 08:00:00,4.01,1.6,0.13,0.04,0.74,0.19,0.76,0.55
1,9876543210,2023-09-30 08:30:00,6.4,2.55,0.2,0.07,1.19,0.31,1.21,0.88
1,9876543210,2023-09-30 09:00:00,9.56,3.8,0.3,0.1,1.77,0.46,1.8,1.32
1,9876543210,2023-09-30 09:30:00,4.53,1.8,0.14,0.05,0.84,0.22,0.85,0.62
1,9876543210,2023-09-30 10:00:00,3.9,1.55,0.12,0.04,0.72,0.19,0.73,0.54
1,9876543210,2023-09-30 11:00:00,20.13,8.01,0.64,0.22,3.74,0.96,3.79,2.78
1,9876543210,2023-09-30 11:30:00,20.65,8.21,0.66,0.22,3.83,0.99,3.89,2.85
1,9876543210,2023-09-30 12:00:00,17.93,7.13,0.57,0.19,3.33,0.86,3.38,2.47
1,9876543210,2023-09-30 12:30:00,20.68,8.23,0.66,0.22,3.84,0.99,3.89,2.85
1,9876543210,2023-09-30 13:00:00,16.2,6.44,0.52,0.17,3.01,0.77,3.05,2.23
1,9876543210,2023-09-30 13:30:00,17.46,6.95,0.56,0.19,3.24,0.83,3.29,2.41
1,9876543210,2023-09-30 14:00:00,15.7,6.25,0.5,0.17,2.91,0.75,2.96,2.17
1,9876543210,2023-09-30 14:30:00,18.69,7.43,0.59,0.2,3.47,0.89,3.52,2.58
1,9876543210,2023-09-30 15:00:00,19.29,7.67,0.61,0.21,3.58,0.92,3.63,2.66
1,9876543210,2023-09-30 15:30:00,17.58,6.99,0.56,0.19,3.26,0.84,3.31,2.42
1,9876543210,2023-09-30 16:00:00,18.48,7.35,0.59,0.2,3.43,0.88,3.48,2.55
1,9876543210,2023-09-30 16:30:00,16.11,6.41,0.51,0.17,2.99,0.77,3.03,2.22
1,9876543210,2023-09-30 17:00:00,22.51,8.95,0.72,0.24,4.18,1.07,4.24,3.1
1,9876543210,2023-09-30 17:30:00,17.86,7.1,0.57,0.19,3.32,0.85,3.36,2.46
1,9876543210,2023-09-30 18:00:00,16.67,6.63,0.53,0.18,3.09,0.8,3.14,2.3
1,9876543210,2023-09-30 18:30:00,21.95,8.73,0.7,0.24,4.07,1.05,4.13,3.03
1,9876543210,2023-09-30 19:00:00,21.1,8.39,0.67,0.23,3.92,1.01,3.97,2.91
1,9876543210,2023-09-30 19:30:00,17.24,6.86,0.55,0.19,3.2,0.82,3.25,2.38
1,9876543210,2023-09-30 20:00:00,19.62,7.8,0.62,0.21,3.64,0.94,3.69,2.71
1,9876543210,2023-09-30 20:30:00,15.69,6.24,0.5,0.17,2.91,0.75,2.95,2.16
1,9876543210,2023-09-30 21:00:00,20.23,8.05,0.64,0.22,3.76,0.97,3.81,2.79
1,9876543210,2023-09-30 22:00:00,4.9,1.95,0.16,0.05,0.91,0.23,0.92,0.68
1,9876543210,2023-09-30 22:30:00,8.37,3.33,0.27,0.09,1.55,0.4,1.58,1.15
1,9876543210,2023-09-30 23:00:00,10.11,4.02,0.32,0.11,1.88,0.48,1.9,1.39
1,9876543210,2023-10-01 00:00:00,29.12,11.58,0.93,0.31,5.41,1.39,5.48,4.02
1,9876543210,2023-10-01 00:30:00,33.41,13.29,1.06,0.36,6.2,1.59,6.29,4.61
1,9876543210,2023-10-01 01:00:00,28.49,11.33,0.91,0.31,5.29,1.36,5.36,3.93
1,9876543210,2023-10-01 01:30:00,33.31,13.25,1.06,0.36,6.18,1.59,6.27,4.59
1,9876543210,2023-10-01 02:00:00,26.9,10.7,0.86,0.29,4.99,1.28,5.07,3.71
1,9876543210,2023-10-01 02:30:00,31.24,12.43,0.99,0.34,5.8,1.49,5.88,4.31
1,9876543210,2023-10-01 03:00:00,32.7,13.01,1.04,0.35,6.07,1.56,6.16,4.51
1,9876543210,2023-10-01 03:30:00,31.36,12.48,1.0,0.34,5.82,1.5,5.9,4.32
1,9876543210,2023-10-01 04:00:00,33.13,13.18,1.05,0.36,6.15,1.58,6.24,4.57
1,9876543210,2023-10-01 05:00:00,6.99,2.78,0.22,0.08,1.3,0.33,1.32,0.96
1,9876543210,2023-10-01 05:30:00,10.7,4.26,0.34,0.12,1.99,0.51,2.01,1.48
1,9876543210,2023-10-01 06:00:00,7.81,3.11,0.25,0.08,1.45,0.37,1.47,1.08
1,9876543210,2023-10-01 06:30:00,9.81,3.9,0.31,0.11,1.82,0.47,1.85,1.35
1,9876543210,2023-10-01 07:00:00,10.1,4.02,0.32,0.11,1.87,0.48,1.9,1.39
1,9876543210,2023-10-01 07:30:00,6.28,2.5,0.2,0.07,1.17,0.3,1.18,0.87
1,9876543210,2023-10-01 08:00:00,8.94,3.56,0.28,0.1,1.66,0.43,1.68,1.23
1,9876543210,2023-10-01 08:30:00,4.03,1.6,0.13,0.04,0.75,0.19,0.76,0.56
1,9876543210,2023-10-01 09:00:00,8.51,3.39,0.27,0.09,1.58,0.41,1.6,1.17
1,9876543210,2023-10-01 09:30:00,4.0,1.59,0.13,0.04,0.74,0.19,0.75,0.55
1,9876543210,2023-10-01 10:00:00,7.67,3.05,0.24,0.08,1.42,0.37,1.44,1.06
1,9876543210,2023-10-01 11:00:00,21.41,8.52,0.68,0.23,3.97,1.02,4.03,2.95
1,9876543210,2023-10-01 11:30:00,20.03,7.97,0.64,0.22,3.72,0.96,3.77,2.76
1,9876543210,2023-10-01 12:00:00,19.85,7.9,0.63,0.21,3.68,0.95,3.74,2.74
1,9876543210,2023-10-01 12:30:00,20.99,8.35,0.67,0.23,3.9,1.0,3.95,2.89
1,9876543210,2023-10-01 13:00:00,22.57,8.98,0.72,0.24,4.19,1.08,4.25,3.11
1,9876543210,2023-10-01 13:30:00,19.77,7.86,0.63,0.21,3.67,0.94,3.72,2.73
1,9876543210,2023-10-01 14:00:00,19.34,7.69,0.62,0.21,3.59,0.92,3.64,2.67
1,9876543210,2023-10-01 14:30:00,18.5,7.36,0.59,0.2,3.43,0.88,3.48,2.55
1,9876543210,2023-10-01 15:00:00,20.97,8.34,0.67,0.23,3.89,1.0,3.95,2.89
1,9876543210,2023-10-01 15:30:00,17.47,6.95,0.56,0.19,3.24,0.83,3.29,2.41
1,9876543210,2023-10-01 16:00:00,15.32,6.09,0.49,0.17,2.84,0.73,2.88,2.11
1,9876543210,2023-10-01 16:30:00,22.62,9.0,0.72,0.24,4.2,1.08,4.26,3.12
1,9876543210,2023-10-01 17:00:00,20.52,8.16,0.65,0.22,3.81,0.98,3.86,2.83
1,9876543210,2023-10-01 17:30:00,21.68,8.62,0.69,0.23,4.02,1.03,4.08,2.99
1,9876543210,2023-10-01 18:00:00,20.48,8.15,0.65,0.22,3.8,0.98,3.86,2.82
1,9876543210,2023-10-01 18:30:00,20.66,8.22,0.66,0.22,3.84,0.99,3.89,2.85
1,9876543210,2023-10-01 19:00:00,21.36,8.5,0.68,0.23,3.97,1.02,4.02,2.95
1,9876543210,2023-10-01 19:30:00,17.87,7.11,0.57,0.19,3.32,0.85,3.36,2.46
1,9876543210,2023-10-01 20:00:00,17.63,7.01,0.56,0.19,3.27,0.84,3.32,2.43
1,9876543210,2023-10-01 20:30:00,22.22,8.84,0.71,0.24,4.12,1.06,4.18,3.06
1,9876543210,2023-10-01 21:00:00,19.06,7.58,0.61,0.21,3.54,0.91,3.59,2.63
1,9876543210,2023-10-01 22:00:00,8.64,3.44,0.27,0.09,1.6,0.41,1.63,1.19
1,9876543210,2023-10-01 22:30:00,10.82,4.3,0.34,0.12,2.01,0.52,2.04,1.49
1,9876543210,2023-10-01 23:00:00,6.25,2.49,0.2,0.07,1.16,0.3,1.18,0.86
1,9876543210,2023-10-02 00:00:00,31.21,12.42,0.99,0.34,5.79,1.49,5.88,4.3
1,9876543210,2023-10-02 00:30:00,28.39,11.29,0.9,0.31,5.27,1.36,5.35,3.92
1,9876543210,2023-10-02 01:00:00,32.14,12.79,1.02,0.35,5.97,1.53,6.05,4.43
1,9876543210,2023-10-02 01:30:00,28.13,11.19,0.9,0.3,5.22,1.34,5.3,3.88
1,9876543210,2023-10-02 02:00:00,29.02,11.54,0.92,0.31,5.39,1.39,5.46,4.0
1,9876543210,2023-10-02 02:30:00,29.37,11.68,0.93,0.32,5.45,1.4,5.53,4.05
1,9876543210,2023-10-02 03:00:00,28.28,11.25,0.9,0.31,5.25,1.35,5.32,3.9
